Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,X0_reg_prob,X1_reg_prob,pred_ID_frw_prob,X0_frw_prob,X1_frw_prob,true,ID,train_count_0,train_count_1,test_count_0,test_count_1,md,complexity,tree_count
1,1,56,0.93,0.07,56,0.94,0.06,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,57,0.82,0.18,57,0.85,0.15,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,58,1,0,58,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,59,0.17,0.83,59,0.1,0.9,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,60,0.85,0.15,60,0.91,0.09,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,61,0.83,0.17,61,0.84,0.16,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,1,62,0.01,0.99,62,0,1,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,63,0.3,0.7,63,0.34,0.66,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,64,0.38,0.62,64,0.38,0.62,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,65,0.55,0.45,65,0.52,0.48,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,66,0.45,0.55,66,0.46,0.54,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,67,0.26,0.74,67,0.22,0.78,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,68,0.2,0.8,68,0.22,0.78,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,69,0.22,0.78,69,0.24,0.76,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,70,0.85,0.15,70,0.91,0.09,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,1,71,1,0,71,0.98,0.02,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,72,0.2,0.8,72,0.21,0.79,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,73,0.58,0.42,73,0.59,0.41,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,74,1,0,74,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,75,0.53,0.47,75,0.54,0.46,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,0,76,0.97,0.03,76,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,77,0.25,0.75,77,0.26,0.74,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,78,0.14,0.86,78,0.23,0.77,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,1,79,1,0,79,0.98,0.02,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,80,0.08,0.92,80,0.11,0.89,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,81,0.02,0.98,81,0.04,0.96,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,82,1,0,82,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,83,0.32,0.68,83,0.34,0.66,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,84,0.82,0.18,84,0.79,0.21,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,85,0.41,0.59,85,0.39,0.61,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,86,0.76,0.24,86,0.86,0.14,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,87,1,0,87,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,88,0.76,0.24,88,0.8,0.2,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,89,0.43,0.57,89,0.39,0.61,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,90,1,0,90,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,0,91,0,1,91,0.02,0.98,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,92,0.05,0.95,92,0.04,0.96,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,93,0.82,0.18,93,0.79,0.21,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,1,94,1,0,94,0.97,0.03,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,95,0.39,0.61,95,0.46,0.54,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,96,0.85,0.15,96,0.91,0.09,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,97,1,0,97,1,0,0,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,98,0.65,0.35,98,0.67,0.33,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
1,1,99,0.82,0.18,99,0.77,0.23,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,0,100,0.44,0.56,100,0.41,0.59,1,2019-10-05 22:27:14,112,90,51,49,2,0.05,100
0,1,1,0.002,0.998,1,0,1,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,1,2,1,0,2,0.998,0.002,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,3,0.96,0.04,3,0.974,0.026,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,4,0.962,0.038,4,0.974,0.026,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,5,0.76,0.24,5,0.718,0.282,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,6,0.152,0.848,6,0.154,0.846,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,7,0.952,0.048,7,0.972,0.028,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,8,0.394,0.606,8,0.404,0.596,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,9,0.192,0.808,9,0.17,0.83,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,10,0.534,0.466,10,0.502,0.498,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,11,0.91,0.09,11,0.914,0.086,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,12,0.618,0.382,12,0.58,0.42,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,13,0.504,0.496,13,0.512,0.488,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,14,0.918,0.082,14,0.93,0.07,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,15,0.006,0.994,15,0.002,0.998,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,16,0.532,0.468,16,0.524,0.476,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,17,0.938,0.062,17,0.958,0.042,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,18,0,1,18,0,1,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,19,0.718,0.282,19,0.754,0.246,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,20,0.998,0.002,20,0.988,0.012,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,21,0.352,0.648,21,0.344,0.656,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,22,0.954,0.046,22,0.978,0.022,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,23,0.57,0.43,23,0.544,0.456,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,24,0.954,0.046,24,0.978,0.022,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,25,0.744,0.256,25,0.768,0.232,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,0,26,0.998,0.002,26,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,27,0.504,0.496,27,0.51,0.49,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,0,28,0.524,0.476,28,0.492,0.508,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,29,0.094,0.906,29,0.106,0.894,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,30,0.402,0.598,30,0.374,0.626,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,31,0.744,0.256,31,0.768,0.232,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,32,0.03,0.97,32,0.026,0.974,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,33,0.008,0.992,33,0.002,0.998,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,34,0.178,0.822,34,0.158,0.842,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,35,0.016,0.984,35,0.01,0.99,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,36,0.998,0.002,36,0.986,0.014,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,37,0,1,37,0,1,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,38,0.004,0.996,38,0.002,0.998,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,39,0.764,0.236,39,0.774,0.226,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,40,0.998,0.002,40,0.988,0.012,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,41,0.296,0.704,41,0.288,0.712,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,42,0.452,0.548,42,0.432,0.568,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,43,0.962,0.038,43,0.962,0.038,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,44,0.652,0.348,44,0.598,0.402,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,45,1,0,45,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,46,0.608,0.392,46,0.584,0.416,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,47,0.75,0.25,47,0.762,0.238,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,48,0.078,0.922,48,0.06,0.94,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,49,0.29,0.71,49,0.302,0.698,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,50,0.16,0.84,50,0.16,0.84,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,51,0.312,0.688,51,0.312,0.688,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,52,0.044,0.956,52,0.036,0.964,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,53,0.702,0.298,53,0.734,0.266,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,54,0.664,0.336,54,0.674,0.326,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,55,0.758,0.242,55,0.782,0.218,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,56,0.988,0.012,56,0.972,0.028,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,57,0.43,0.57,57,0.416,0.584,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,58,0.73,0.27,58,0.732,0.268,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,59,0.68,0.32,59,0.728,0.272,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,60,0.028,0.972,60,0.026,0.974,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,61,0.192,0.808,61,0.17,0.83,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,62,0.65,0.35,62,0.664,0.336,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,63,0.18,0.82,63,0.182,0.818,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,64,0.664,0.336,64,0.668,0.332,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,0,65,0.502,0.498,65,0.498,0.502,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,66,1,0,66,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,67,0.768,0.232,67,0.754,0.246,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,68,0.754,0.246,68,0.76,0.24,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,69,0.308,0.692,69,0.31,0.69,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,70,0.996,0.004,70,0.998,0.002,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,71,0.682,0.318,71,0.714,0.286,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,72,1,0,72,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,73,0.552,0.448,73,0.524,0.476,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,74,0.454,0.546,74,0.41,0.59,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,75,0.18,0.82,75,0.192,0.808,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,0,76,0.996,0.004,76,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,0,77,0,1,77,0.002,0.998,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,78,0.788,0.212,78,0.796,0.204,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,79,0.482,0.518,79,0.482,0.518,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,1,80,0.5,0.5,80,0.502,0.498,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,81,0.658,0.342,81,0.662,0.338,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,82,0.404,0.596,82,0.384,0.616,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,83,1,0,83,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,84,0.954,0.046,84,0.978,0.022,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,85,0.978,0.022,85,0.98,0.02,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,86,0.7,0.3,86,0.734,0.266,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,87,0.388,0.612,87,0.434,0.566,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,88,0.692,0.308,88,0.736,0.264,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,89,0.978,0.022,89,0.978,0.022,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,90,0.588,0.412,90,0.708,0.292,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,91,0.65,0.35,91,0.658,0.342,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,92,0.77,0.23,92,0.774,0.226,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,93,0.222,0.778,93,0.186,0.814,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,94,0.678,0.322,94,0.628,0.372,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,95,0.74,0.26,95,0.744,0.256,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,0,96,0.998,0.002,96,1,0,0,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,97,0.062,0.938,97,0.076,0.924,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
0,0,98,0.418,0.582,98,0.398,0.602,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,99,0.624,0.376,99,0.578,0.422,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,100,0.784,0.216,100,0.78,0.22,1,2019-10-05 22:32:03,109,93,54,46,2,0.05,500
1,1,1,0,1,1,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,2,1,0,2,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,3,1,0,3,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,4,0.8,0.2,4,0.81,0.19,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,5,0.08,0.92,5,0.08,0.92,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,6,1,0,6,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,1,7,1,0,7,0.99,0.01,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,8,1,0,8,1,0,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,9,1,0,9,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,10,1,0,10,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,11,1,0,11,1,0,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,12,0.8,0.2,12,0.82,0.18,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,1,13,1,0,13,0.99,0.01,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,14,0.27,0.73,14,0.25,0.75,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,15,0.93,0.07,15,0.93,0.07,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,16,1,0,16,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,17,0.06,0.94,17,0.06,0.94,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,18,0,1,18,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,19,0,1,19,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,20,0.06,0.94,20,0.05,0.95,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,21,1,0,21,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,22,0,1,22,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,23,0.79,0.21,23,0.8,0.2,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,24,1,0,24,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,25,1,0,25,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,26,0.8,0.2,26,0.82,0.18,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,27,0.8,0.2,27,0.82,0.18,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,28,0.18,0.82,28,0.18,0.82,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,29,1,0,29,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,30,0,1,30,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,31,0,1,31,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,32,0.18,0.82,32,0.18,0.82,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,33,0.19,0.81,33,0.18,0.82,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,34,0,1,34,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,35,0.73,0.27,35,0.75,0.25,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,36,0.06,0.94,36,0.05,0.95,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,37,0.19,0.81,37,0.18,0.82,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,38,0,1,38,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,39,0,1,39,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,40,1,0,40,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,41,0.25,0.75,41,0.24,0.76,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,42,0.19,0.81,42,0.18,0.82,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,43,0.8,0.2,43,0.81,0.19,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,44,0.06,0.94,44,0.05,0.95,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,45,0.21,0.79,45,0.2,0.8,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,46,1,0,46,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,47,0.25,0.75,47,0.23,0.77,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,48,0.25,0.75,48,0.23,0.77,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,49,1,0,49,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,50,0.27,0.73,50,0.26,0.74,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,51,0.8,0.2,51,0.82,0.18,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,52,0.25,0.75,52,0.24,0.76,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,53,0,1,53,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,54,0.73,0.27,54,0.75,0.25,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,55,0.69,0.31,55,0.71,0.29,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,56,0.06,0.94,56,0.05,0.95,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,57,0.19,0.81,57,0.18,0.82,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,58,0.27,0.73,58,0.26,0.74,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,59,1,0,59,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,60,0.06,0.94,60,0.05,0.95,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,61,0.97,0.03,61,0.93,0.07,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,62,0.06,0.94,62,0.05,0.95,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,63,0,1,63,0,1,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,64,0.93,0.07,64,0.93,0.07,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,65,0.88,0.12,65,0.89,0.11,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,66,0.25,0.75,66,0.24,0.76,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,67,1,0,67,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,68,0.8,0.2,68,0.81,0.19,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,69,1,0,69,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,70,0.19,0.81,70,0.18,0.82,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,71,0.06,0.94,71,0.06,0.94,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,72,0,1,72,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,73,0.73,0.27,73,0.75,0.25,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,74,1,0,74,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,75,0,1,75,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,76,0.8,0.2,76,0.82,0.18,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,77,0.93,0.07,77,0.93,0.07,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,78,0.73,0.27,78,0.75,0.25,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,79,0.73,0.27,79,0.75,0.25,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,80,0.68,0.32,80,0.7,0.3,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,81,0.06,0.94,81,0.05,0.95,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,82,0.06,0.94,82,0.06,0.94,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,83,0.8,0.2,83,0.82,0.18,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,84,0,1,84,0,1,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,85,0.69,0.31,85,0.71,0.29,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,86,0.27,0.73,86,0.26,0.74,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,87,0.72,0.28,87,0.74,0.26,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,88,1,0,88,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,89,0,1,89,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,90,0.93,0.07,90,0.93,0.07,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,91,1,0,91,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,92,0.01,0.99,92,0.01,0.99,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,93,0.24,0.76,93,0.2,0.8,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,94,0,1,94,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,95,0.8,0.2,95,0.81,0.19,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,96,1,0,96,1,0,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,97,0.27,0.73,97,0.26,0.74,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,98,0,1,98,0,1,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,99,0.93,0.07,99,0.93,0.07,1,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
1,1,100,0.97,0.03,100,0.93,0.07,0,2019-10-05 22:33:01,105,97,58,42,2,0.1,100
0,0,1,0.032,0.968,1,0.024,0.976,1,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,2,0.938,0.062,2,0.924,0.076,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,3,0.74,0.26,3,0.786,0.214,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,4,0.826,0.174,4,0.816,0.184,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,5,0.696,0.304,5,0.746,0.254,1,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,6,0.942,0.058,6,0.928,0.072,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,7,0.802,0.198,7,0.802,0.198,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
0,0,8,0.03,0.97,8,0.024,0.976,1,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,9,0.954,0.046,9,0.958,0.042,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
0,0,10,0.194,0.806,10,0.204,0.796,1,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,11,0.998,0.002,11,0.996,0.004,1,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,12,0.58,0.42,12,0.522,0.478,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
0,0,13,0.016,0.984,13,0.012,0.988,1,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,14,0.976,0.024,14,0.978,0.022,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
1,1,15,0.986,0.014,15,0.988,0.012,0,2019-10-05 22:37:47,110,92,53,47,2,0.1,500
