Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,setosa_reg_prob,versicolor_reg_prob,virginica_reg_prob,pred_ID_frw_prob,setosa_frw_prob,versicolor_frw_prob,virginica_frw_prob,true,ID,train_count_0,train_count_1,test_count_0,test_count_1,md,ms,complexity,tree_count
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,18,0,1,0,18,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,20,0,0.88,0.12,20,0,0.92,0.08,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,25,0,0.13,0.87,25,0,0.17,0.83,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,33,0,0,1,33,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,40,0,0.09,0.91,40,0,0.11,0.89,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,44,0,0.88,0.12,44,0,0.86,0.14,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,46,0,0.13,0.87,46,0,0.17,0.83,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
versicolor,versicolor,50,0,0.09,0.91,50,0,0.11,0.89,virginica,2019-10-02 09:12:27,0,0,0,0,3,5,0.1,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,21,1,0,0,21,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,22,1,0,0,22,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,23,1,0,0,23,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,24,1,0,0,24,1,0,0,setosa,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,versicolor,26,0,0.99,0.01,26,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,30,0,0.19,0.81,30,0,0.088,0.912,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,versicolor,31,0,0.99,0.01,31,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,33,0,0.87,0.13,33,0,0.812,0.188,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,36,0,1,0,36,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,37,0,1,0,37,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,38,0,1,0,38,0,1,0,versicolor,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,41,0,0.112,0.888,41,0,0.088,0.912,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,42,0,0.792,0.208,42,0,0.812,0.188,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,44,0,0.19,0.81,44,0,0.088,0.912,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,46,0,0.002,0.998,46,0,0.002,0.998,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,49,0,0.112,0.888,49,0,0.088,0.912,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
versicolor,versicolor,50,0,0.002,0.998,50,0,0.002,0.998,virginica,2019-10-02 09:13:41,0,0,0,0,3,5,0.1,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,versicolor,17,0,0.98,0.02,17,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,18,0,0.95,0.05,18,0,0.98,0.02,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,20,0,1,0,20,0,0.99,0.01,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,versicolor,21,0,0.96,0.04,21,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,23,0,1,0,23,0,0.99,0.01,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,25,0,0.37,0.63,25,0,0.27,0.73,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,29,0,0.09,0.91,29,0,0.03,0.97,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,36,0,0.01,0.99,36,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,38,0,0.95,0.05,38,0,0.98,0.02,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,39,0,0.02,0.98,39,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,40,0,0.01,0.99,40,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,41,0,0.01,0.99,41,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,43,0,0.01,0.99,43,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,44,0,0.01,0.99,44,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,45,0,0.53,0.47,45,0,0.59,0.41,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,46,0,0.01,0.99,46,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,48,0,0.01,0.99,48,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
versicolor,virginica,50,0,0.01,0.99,50,0,0,1,virginica,2019-10-02 09:13:56,0,0,0,0,5,5,0.01,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,versicolor,19,0,0.998,0.002,19,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,versicolor,20,0,0.984,0.016,20,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,23,0,0.074,0.926,23,0,0.022,0.978,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,27,0,0.862,0.138,27,0,0.88,0.12,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,versicolor,28,0,0.998,0.002,28,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,versicolor,31,0,0.984,0.016,31,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,40,0,0.752,0.248,40,0,0.716,0.284,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,42,0,0.078,0.922,42,0,0.024,0.976,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
versicolor,versicolor,48,0,0.012,0.988,48,0,0.01,0.99,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-02 09:15:11,0,0,0,0,5,5,0.01,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
virginica,virginica,15,0,0.78,0.22,15,0,0.82,0.18,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,16,0,1,0,16,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,17,0,1,0,17,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
virginica,versicolor,18,0,0.93,0.07,18,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
virginica,versicolor,23,0,0.99,0.01,23,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,virginica,24,0,0.15,0.85,24,0,0,1,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
virginica,virginica,29,0,0,1,29,0,0,1,virginica,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,virginica,30,0,0.01,0.99,30,0,0,1,virginica,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
virginica,virginica,31,0,0,1,31,0,0,1,virginica,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
versicolor,virginica,32,0,0.01,0.99,32,0,0,1,virginica,2019-10-02 09:15:25,0,0,0,0,5,5,0.05,100
