Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,setosa_reg_prob,versicolor_reg_prob,virginica_reg_prob,pred_ID_frw_prob,setosa_frw_prob,versicolor_frw_prob,virginica_frw_prob,true,ID,train_count_setosa,train_count_versicolor,train_count_virginica,test_count_setosa,test_count_versicolor,test_count_virginica,md,ms,complexity,tree_count
virginica,versicolor,39,0.024,0.964,0.012,39,0,1,0,versicolor,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,versicolor,40,0,0,1,40,0,0.002,0.998,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
versicolor,versicolor,45,0,0.154,0.846,45,0,0.144,0.856,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:20:48,31,30,39,19,20,11,3,5,0.05,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,21,1,0,0,21,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,22,1,0,0,22,1,0,0,setosa,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,23,0,0.52,0.48,23,0,0.59,0.41,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,31,0,0.62,0.38,31,0,0.7,0.3,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,36,0,1,0,36,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
versicolor,versicolor,37,0,1,0,37,0,1,0,versicolor,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,43,0,0.51,0.49,43,0,0.59,0.41,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:21:02,28,35,37,22,15,13,3,5,0.1,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,19,0,0.996,0.004,19,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,20,0,0.996,0.004,20,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,21,0,0.996,0.004,21,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,24,0,0.996,0.004,24,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,25,0,0.996,0.004,25,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,27,0,0.996,0.004,27,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,28,0,0.914,0.086,28,0,0.918,0.082,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,versicolor,30,0,0.996,0.004,30,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,35,0,0.004,0.996,35,0,0.002,0.998,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,36,0,0.024,0.976,36,0,0.02,0.98,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,37,0,0.174,0.826,37,0,0.148,0.852,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,39,0,0.178,0.822,39,0,0.15,0.85,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,41,0,0.728,0.272,41,0,0.774,0.226,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,42,0,0.708,0.292,42,0,0.754,0.246,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,43,0,0.004,0.996,43,0,0.002,0.998,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,44,0,0.024,0.976,44,0,0.02,0.98,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,45,0,0.024,0.976,45,0,0.02,0.98,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,virginica,48,0,0.002,0.998,48,0,0,1,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,49,0,0.046,0.954,49,0,0.046,0.954,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
versicolor,versicolor,50,0,0.028,0.972,50,0,0.022,0.978,virginica,2019-10-03 01:22:14,32,35,33,18,15,17,3,5,0.1,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,21,1,0,0,21,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,22,1,0,0,22,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,23,1,0,0,23,1,0,0,setosa,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,26,0,0.93,0.07,26,0,0.94,0.06,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,virginica,35,0,1,0,35,0,0.94,0.06,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,36,0,1,0,36,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,37,0,1,0,37,0,1,0,versicolor,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,39,0,0.01,0.99,39,0,0.01,0.99,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,40,0,0.75,0.25,40,0,0.77,0.23,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
versicolor,versicolor,41,0,0.09,0.91,41,0,0.09,0.91,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,versicolor,48,0,0,1,48,0,0.02,0.98,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:22:29,27,36,37,23,14,13,5,5,0.01,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,14,0,1,0,14,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,15,0,1,0,15,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,16,0,1,0,16,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,17,0,1,0,17,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,18,0,1,0,18,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,virginica,21,0,0.038,0.962,21,0,0,1,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,versicolor,27,0,0.92,0.08,27,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,33,0,0,1,33,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,versicolor,40,0,0.968,0.032,40,0,1,0,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,virginica,42,0,0.024,0.976,42,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,virginica,43,0,0.038,0.962,43,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,versicolor,44,0,0.92,0.08,44,0,1,0,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,versicolor,46,0,0.962,0.038,46,0,1,0,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,versicolor,47,0,0.962,0.038,47,0,1,0,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
versicolor,virginica,48,0,0.038,0.962,48,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:23:42,37,31,32,13,19,18,5,5,0.01,500
